date,price,bedrooms,bathrooms,sqft_living,waterfront,view,grade,sqft_above,sqft_basement,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15,expensive_home,house_age,sqft_ratio,house_age_group
20140725T000000,678000.0,3,2.5,2640,0,0,9,2640,0,2003,98052,47.7043,-122.128,2680,5211,1,22,1.0151515151515151,Modern
20140627T000000,550000.0,4,3.5,4150,0,0,10,4150,0,2006,98003,47.3423,-122.183,3618,15210,1,19,0.8718072289156626,Modern
20140731T000000,1305000.0,5,3.5,3270,0,0,9,2180,1090,2011,98115,47.6754,-122.327,1410,4080,1,14,0.43119266055045874,Modern
20140825T000000,734500.0,4,2.75,3280,0,0,10,3280,0,2003,98052,47.7042,-122.107,3280,7467,1,22,1.0,Modern
20140606T000000,450000.0,3,2.5,1480,0,0,8,1480,0,2005,98029,47.5478,-122.0,1400,1138,0,20,0.9459459459459459,Modern
20140808T000000,1035000.0,4,2.5,2910,0,0,10,2910,0,2014,98033,47.6826,-122.186,1880,11212,1,11,0.6460481099656358,Modern
20140521T000000,1220000.0,4,2.5,3240,0,0,9,2060,1180,2008,98109,47.6405,-122.356,1820,3600,1,17,0.5617283950617284,Modern
20150408T000000,1950000.0,4,2.5,3440,1,4,8,2170,1270,2012,98155,47.7364,-122.286,3170,11810,1,13,0.9215116279069767,Modern
20140702T000000,330000.0,4,2.5,2105,0,0,8,2105,0,2003,98042,47.3531,-122.147,1930,8022,0,22,0.9168646080760094,Modern
20141112T000000,524950.0,2,2.5,1830,0,0,7,1830,0,2005,98029,47.5524,-121.996,1850,2667,1,20,1.010928961748634,Modern
20150421T000000,281000.0,4,2.25,1677,0,0,7,1677,0,2012,98092,47.32,-122.178,1677,3600,0,13,1.0,Modern
20141105T000000,650000.0,3,2.5,2350,0,0,7,1740,610,2003,98117,47.6767,-122.365,1590,4700,1,22,0.676595744680851,Modern
20140612T000000,248000.0,4,2.5,1770,0,0,7,1770,0,2003,98038,47.3483,-122.053,1790,5679,0,22,1.0112994350282485,Modern
20140715T000000,645000.0,4,2.75,2330,0,0,9,2330,0,2004,98029,47.5527,-121.99,2620,4400,1,21,1.1244635193133048,Modern
20141218T000000,279000.0,3,2.5,1660,0,0,7,1660,0,2003,98038,47.3865,-122.027,2240,6228,0,22,1.3493975903614457,Modern
20150416T000000,479000.0,2,2.5,1730,0,0,8,1730,0,2008,98118,47.5594,-122.285,1280,1026,0,17,0.7398843930635838,Modern
20141117T000000,1311000.0,4,3.75,3490,0,0,9,2610,880,2014,98103,47.6685,-122.332,1940,5000,1,11,0.5558739255014327,Modern
20140910T000000,381500.0,4,2.5,2430,0,0,8,2430,0,2003,98042,47.3762,-122.126,2430,5556,0,22,1.0,Modern
20150116T000000,278226.0,4,2.5,2390,0,0,8,2390,0,2006,98038,47.3527,-121.999,2390,4521,0,19,1.0,Modern
20150302T000000,365000.0,2,1.5,820,0,0,7,820,0,2009,98144,47.5925,-122.295,1130,1201,0,16,1.3780487804878048,Modern
20140910T000000,405000.0,5,3.5,3672,0,0,9,3006,666,2006,98092,47.3255,-122.192,2140,9118,0,19,0.5827886710239651,Modern
20150508T000000,422000.0,4,2.5,2310,0,2,8,2310,0,2012,98166,47.4513,-122.267,1800,9819,0,13,0.7792207792207793,Modern
20150424T000000,680000.0,4,2.75,3620,0,0,10,3620,0,2006,98058,47.4238,-122.098,3310,54193,1,19,0.914364640883978,Modern
20150326T000000,751000.0,3,2.5,2840,0,0,9,2840,0,2002,98075,47.6006,-121.978,2840,7398,1,23,1.0,Modern
20150205T000000,352900.0,2,1.5,1240,0,0,7,1240,0,2002,98144,47.5915,-122.295,1220,1740,0,23,0.9838709677419355,Modern
20150205T000000,360000.0,2,1.75,1340,0,0,8,1340,0,2009,98133,47.7053,-122.343,1340,1090,0,16,1.0,Modern
20140731T000000,349950.0,3,2.5,2390,0,0,7,2390,0,2002,98038,47.3659,-122.029,2180,7346,0,23,0.9121338912133892,Modern
20140902T000000,207000.0,3,2.5,1520,0,0,7,1520,0,2005,98108,47.5245,-122.33,1460,2550,0,20,0.9605263157894737,Modern
20141028T000000,369950.0,4,2.5,2050,0,0,7,2050,0,2005,98059,47.5002,-122.15,2480,4504,0,20,1.2097560975609756,Modern
20141202T000000,436000.0,4,2.5,2495,0,0,7,2495,0,2002,98019,47.7243,-121.957,2490,6300,0,23,0.9979959919839679,Modern
20141023T000000,398000.0,5,2.5,3004,0,0,9,3004,0,2006,98030,47.3801,-122.185,2665,5700,0,19,0.8871504660452729,Modern
20140812T000000,790000.0,4,3.5,2720,0,0,9,2250,470,2014,98136,47.5371,-122.388,1600,4600,1,11,0.5882352941176471,Modern
20150326T000000,330000.0,4,2.5,2210,0,0,8,2210,0,2004,98042,47.35,-122.139,2200,5901,0,21,0.995475113122172,Modern
20140521T000000,540000.0,3,2.0,1470,0,0,8,1000,470,2007,98115,47.6743,-122.316,1660,4000,1,18,1.129251700680272,Modern
20140514T000000,253000.0,4,2.5,2230,0,0,7,2230,0,2006,98042,47.3848,-122.1,2800,4860,0,19,1.2556053811659194,Modern
20140612T000000,561000.0,3,2.25,1710,0,0,8,1710,0,2004,98029,47.5498,-121.997,1730,3680,1,21,1.0116959064327486,Modern
20141106T000000,368000.0,4,2.5,2689,0,0,9,2689,0,2006,98030,47.3799,-122.184,2665,5700,0,19,0.991074748977315,Modern
20140922T000000,799950.0,4,3.5,3030,0,0,9,3030,0,2014,98052,47.7103,-122.109,2910,5314,1,11,0.9603960396039604,Modern
20150504T000000,355900.0,3,2.5,2090,0,0,7,2090,0,2008,98038,47.3655,-122.017,2040,4200,0,17,0.9760765550239234,Modern
20150212T000000,570000.0,2,2.0,1140,0,0,8,760,380,2014,98112,47.6205,-122.3,1480,1171,1,11,1.2982456140350878,Modern
20150422T000000,355000.0,4,2.5,2150,0,0,7,2150,0,2010,98038,47.3658,-122.019,2220,3915,0,15,1.0325581395348837,Modern
20141010T000000,1075000.0,3,2.5,2830,0,0,11,2830,0,2001,98011,47.7409,-122.198,2830,16430,1,24,1.0,Modern
20150414T000000,889000.0,4,3.5,4070,0,0,10,4070,0,2004,98075,47.5805,-121.97,4080,10106,1,21,1.0024570024570025,Modern
20140618T000000,1160000.0,4,3.5,4680,0,0,10,3360,1320,2005,98006,47.5703,-122.165,2800,12343,1,20,0.5982905982905983,Modern
20140828T000000,250000.0,3,2.5,1650,0,0,7,1650,0,2004,98055,47.4328,-122.196,1490,2084,0,21,0.9030303030303031,Modern
20140825T000000,619000.0,3,2.5,2560,0,0,9,2560,0,2002,98077,47.7614,-122.026,3000,54088,1,23,1.171875,Modern
20150429T000000,593567.0,3,2.5,1770,0,0,9,1770,0,2005,98052,47.6658,-122.084,2120,4134,1,20,1.1977401129943503,Modern
20140725T000000,890900.0,4,2.5,3420,0,0,9,3420,0,2006,98027,47.5416,-121.998,3350,5000,1,19,0.97953216374269,Modern
20140731T000000,640000.0,3,3.0,1560,0,0,8,1560,0,2006,98103,47.6604,-122.352,1530,2975,1,19,0.9807692307692307,Modern
20141002T000000,366000.0,3,2.5,1790,0,0,8,1790,0,2009,98019,47.7344,-121.965,2480,4252,0,16,1.3854748603351956,Modern
20150316T000000,447000.0,3,2.5,1800,0,0,7,1800,0,2003,98072,47.7631,-122.149,1610,2929,0,22,0.8944444444444445,Modern
20141001T000000,315000.0,4,2.5,2040,0,0,8,2040,0,2003,98031,47.3918,-122.185,2260,5877,0,22,1.107843137254902,Modern
20140620T000000,525000.0,3,2.25,1750,0,0,8,1750,0,2001,98107,47.6722,-122.391,1750,3155,1,24,1.0,Modern
20150430T000000,325000.0,2,2.25,1550,0,0,8,1550,0,2007,98106,47.5398,-122.369,1550,2135,0,18,1.0,Modern
20141126T000000,699950.0,2,2.5,2390,0,0,8,2390,0,2007,98053,47.7243,-122.032,2170,7489,1,18,0.9079497907949791,Modern
20141029T000000,359950.0,4,3.25,2290,0,0,9,2290,0,2007,98038,47.3833,-122.037,2290,4785,0,18,1.0,Modern
20141113T000000,400000.0,2,2.5,1340,0,0,8,1150,190,2008,98052,47.6858,-122.102,1280,1312,0,17,0.9552238805970149,Modern
20150325T000000,315000.0,4,2.5,3130,0,0,7,3130,0,2006,98042,47.3837,-122.099,3020,5997,0,19,0.9648562300319489,Modern
20150325T000000,545000.0,4,2.5,2755,0,0,8,2755,0,2001,98019,47.7394,-121.965,2820,12831,1,24,1.0235934664246824,Modern
20140611T000000,292000.0,4,2.75,2414,0,0,8,2414,0,2006,98002,47.3046,-122.222,1500,7177,0,19,0.6213753106876554,Modern
20140704T000000,600000.0,3,2.5,2320,0,0,8,2320,0,2003,98027,47.5391,-122.069,2590,4000,1,22,1.1163793103448276,Modern
20150312T000000,280000.0,3,2.0,1020,0,0,7,720,300,2009,98126,47.5434,-122.375,1130,972,0,16,1.107843137254902,Modern
20150224T000000,499950.0,3,2.5,2580,0,0,9,2580,0,2001,98023,47.2978,-122.376,1660,8460,0,24,0.6434108527131783,Modern
20140805T000000,540000.0,3,2.5,1380,0,0,8,1160,220,2008,98122,47.6148,-122.309,1440,1021,1,17,1.0434782608695652,Modern
20150306T000000,970000.0,4,2.75,3980,0,0,11,3980,0,2002,98074,47.6286,-122.064,3800,9333,1,23,0.9547738693467337,Modern
20150320T000000,409000.0,4,2.75,3230,0,0,8,3230,0,2002,98001,47.3157,-122.251,2550,12081,0,23,0.7894736842105263,Modern
20140912T000000,435000.0,2,1.5,901,0,0,7,901,0,2001,98115,47.6774,-122.325,1138,1137,0,24,1.2630410654827968,Modern
20140616T000000,899950.0,4,3.5,3290,0,1,9,2360,930,2006,98034,47.7074,-122.219,1820,9609,1,19,0.5531914893617021,Modern
20140821T000000,379950.0,4,2.5,2680,0,0,8,2680,0,2011,98038,47.3561,-122.056,2010,4500,0,14,0.75,Modern
20140902T000000,728000.0,4,2.5,3290,0,0,9,3290,0,2003,98075,47.5999,-121.976,3240,6159,1,22,0.9848024316109423,Modern
20140925T000000,415000.0,4,3.5,3040,0,1,8,2240,800,2002,98178,47.492,-122.225,2220,7800,0,23,0.7302631578947368,Modern
20140604T000000,427500.0,4,2.5,2460,0,0,9,2460,0,2003,98058,47.45,-122.121,2490,4750,0,22,1.0121951219512195,Modern
20140522T000000,431500.0,3,3.5,1900,0,0,8,1430,470,2008,98136,47.544,-122.385,1780,1525,0,17,0.9368421052631579,Modern
20150324T000000,1425000.0,4,5.0,4630,0,3,11,4630,0,2005,98075,47.587,-121.966,4630,17584,1,20,1.0,Modern
20140610T000000,1180000.0,5,3.75,3630,0,0,9,2470,1160,2004,98033,47.6816,-122.199,2560,7560,1,21,0.7052341597796143,Modern
20140701T000000,431000.0,4,2.5,2300,0,0,7,2300,0,2001,98056,47.5125,-122.192,1770,5907,0,24,0.7695652173913043,Modern
20150112T000000,550285.0,2,1.75,1680,0,0,8,1680,0,2004,98053,47.7132,-122.032,1670,4500,1,21,0.9940476190476191,Modern
20140725T000000,470000.0,3,3.5,3520,0,2,8,2760,760,2005,98022,47.2416,-121.979,2860,39614,0,20,0.8125,Modern
20140930T000000,469000.0,3,3.25,1390,0,0,8,1140,250,2005,98107,47.6735,-122.375,1390,1256,0,20,1.0,Modern
20140725T000000,350000.0,4,2.5,2610,0,0,8,2610,0,2005,98038,47.3441,-122.04,2480,5188,0,20,0.9501915708812261,Modern
20141023T000000,376950.0,4,2.5,2643,0,0,8,2643,0,2012,98030,47.3519,-122.173,2406,5772,0,13,0.9103291713961408,Modern
20150106T000000,652600.0,4,2.5,2220,0,0,8,2220,0,2014,98117,47.6956,-122.36,1620,5900,1,11,0.7297297297297297,Modern
20140617T000000,465950.0,4,2.5,2340,0,0,7,2340,0,2001,98059,47.4896,-122.14,2950,6775,0,24,1.2606837606837606,Modern
20141006T000000,505000.0,3,2.5,1995,0,0,8,1760,235,2005,98102,47.6025,-122.31,1520,1173,1,20,0.7619047619047619,Modern
20141027T000000,540000.0,4,2.5,3000,0,0,8,3000,0,2013,98059,47.4797,-122.126,2730,5471,1,12,0.91,Modern
20140812T000000,396500.0,3,1.5,1360,0,0,7,1120,240,2003,98199,47.6526,-122.384,1360,1573,0,22,1.0,Modern
20150113T000000,579000.0,2,1.75,1560,0,0,8,1560,0,2004,98053,47.7128,-122.032,1860,4500,1,21,1.1923076923076923,Modern
20140611T000000,455000.0,4,2.5,3170,0,2,9,3170,0,2001,98001,47.3179,-122.257,3100,12610,0,24,0.9779179810725552,Modern
20150417T000000,541500.0,2,2.5,1900,0,0,8,1900,0,2006,98053,47.7082,-122.019,1900,5153,1,19,1.0,Modern
20150424T000000,782500.0,3,2.5,3750,0,0,9,3750,0,2001,98074,47.6325,-122.064,3210,8405,1,24,0.856,Modern
20150507T000000,264000.0,3,2.25,1552,0,0,7,1552,0,2012,98092,47.3205,-122.178,1677,3677,0,13,1.080541237113402,Modern
20150326T000000,280000.0,4,3.0,2460,0,0,8,2460,0,2012,98168,47.4889,-122.317,1730,7500,0,13,0.7032520325203252,Modern
20140711T000000,814842.0,3,2.5,3190,0,0,9,3190,0,2014,98034,47.7153,-122.221,3190,6899,1,11,1.0,Modern
20150213T000000,340000.0,4,2.5,2181,0,0,8,2181,0,2006,98001,47.3503,-122.291,2333,5143,0,19,1.069692801467217,Modern
20140616T000000,385000.0,4,2.5,2960,0,0,9,2960,0,2006,98038,47.3601,-122.035,2960,5000,0,19,1.0,Modern
20150105T000000,270000.0,4,2.5,1600,0,0,7,1600,0,2009,98042,47.3678,-122.124,2140,5806,0,16,1.3375,Modern
20140627T000000,560000.0,4,2.5,2710,0,0,9,2710,0,2003,98059,47.4922,-122.141,2710,6583,1,22,1.0,Modern
20150310T000000,610000.0,4,2.5,2980,0,0,8,2980,0,2001,98053,47.6872,-122.036,2900,5712,1,24,0.9731543624161074,Modern
20141009T000000,533000.0,3,2.5,2810,0,0,8,2810,0,2004,98011,47.7735,-122.227,2540,4871,1,21,0.9039145907473309,Modern
20150403T000000,555000.0,3,2.5,2690,0,0,7,2690,0,2004,98065,47.5302,-121.849,2360,4829,1,21,0.8773234200743495,Modern
20150107T000000,445000.0,2,1.75,1440,0,2,8,1440,0,2008,98053,47.7092,-122.015,1680,4989,0,17,1.1666666666666667,Modern
20140914T000000,560000.0,2,2.0,1680,0,0,8,1680,0,2008,98053,47.7088,-122.015,1680,4950,1,17,1.0,Modern
20150211T000000,480000.0,4,2.5,2980,0,0,8,2980,0,2011,98019,47.734,-121.965,2320,4255,0,14,0.7785234899328859,Modern
20150219T000000,260000.0,4,3.0,1530,0,0,7,1530,0,2010,98042,47.3528,-122.146,1930,6925,0,15,1.261437908496732,Modern
20140729T000000,590000.0,3,2.5,2110,0,0,9,2110,0,2004,98029,47.5513,-121.994,2300,3870,1,21,1.0900473933649288,Modern
20140523T000000,300000.0,4,2.5,1960,0,0,8,1960,0,2001,98030,47.3834,-122.168,2130,7662,0,24,1.086734693877551,Modern
20150408T000000,485000.0,3,2.5,1650,0,0,7,1650,0,2003,98053,47.6819,-122.036,1680,3446,0,22,1.018181818181818,Modern
20150223T000000,710000.0,5,3.25,3920,0,0,9,3920,0,2007,98065,47.5427,-121.887,3335,7258,1,18,0.8507653061224489,Modern
20150430T000000,535000.0,4,2.5,3250,0,0,8,3250,0,2009,98059,47.4956,-122.151,3030,5308,1,16,0.9323076923076923,Modern
20140521T000000,600000.0,4,2.5,2360,0,0,8,2360,0,2001,98034,47.712,-122.229,2440,5156,1,24,1.0338983050847457,Modern
20140925T000000,285000.0,3,2.5,1800,0,0,7,1800,0,2001,98108,47.5401,-122.293,1800,2562,0,24,1.0,Modern
20140919T000000,387990.0,4,2.5,2640,0,0,8,2640,0,2011,98038,47.3551,-122.054,1840,5011,0,14,0.696969696969697,Modern
20141104T000000,500000.0,4,2.5,3010,0,0,8,3010,0,2006,98133,47.709,-122.35,1090,5040,0,19,0.36212624584717606,Modern
20141023T000000,650000.0,4,2.5,2770,0,0,7,2770,0,2001,98053,47.686,-122.036,2770,5177,1,24,1.0,Modern
20140619T000000,646000.0,4,2.5,2310,0,0,8,2310,0,2008,98117,47.6937,-122.361,1220,4800,1,17,0.5281385281385281,Modern
20140806T000000,300000.0,3,2.5,1880,0,0,7,1880,0,2007,98038,47.366,-122.017,2090,4200,0,18,1.1117021276595744,Modern
20140513T000000,1400000.0,5,4.25,3530,0,0,10,3530,0,2001,98040,47.5894,-122.243,1750,9226,1,24,0.49575070821529743,Modern
20150326T000000,2328000.0,4,3.5,4420,0,0,11,4420,0,2003,98004,47.6354,-122.221,3020,20666,1,22,0.6832579185520362,Modern
20141218T000000,315000.0,3,2.5,1950,0,0,7,1950,0,2001,98146,47.4938,-122.337,1620,6000,0,24,0.8307692307692308,Modern
20150427T000000,454450.0,4,3.0,2810,0,0,9,2810,0,2007,98038,47.3689,-122.057,2790,6000,0,18,0.9928825622775801,Modern
20150330T000000,850000.0,3,2.5,3360,0,0,9,3360,0,2006,98053,47.7037,-122.016,1810,4764,1,19,0.5386904761904762,Modern
20140620T000000,565000.0,4,2.75,3260,0,0,9,3260,0,2013,98059,47.4812,-122.123,3260,6132,1,12,1.0,Modern
20140701T000000,321000.0,4,2.5,1830,0,0,7,1830,0,2003,98038,47.3541,-122.015,1830,5892,0,22,1.0,Modern
20140703T000000,288000.0,3,2.5,1520,0,0,7,1520,0,2004,98038,47.3842,-122.042,1610,3612,0,21,1.0592105263157894,Modern
20150505T000000,420000.0,3,2.5,1470,0,0,8,1160,310,2005,98029,47.5468,-121.998,1470,1525,0,20,1.0,Modern
20150407T000000,620000.0,3,2.5,1776,0,0,8,1604,172,2006,98103,47.6539,-122.352,1780,1248,1,19,1.0022522522522523,Modern
20141010T000000,257000.0,3,2.5,1740,0,0,8,1740,0,2009,98002,47.3363,-122.213,2030,3794,0,16,1.1666666666666667,Modern
20140619T000000,475000.0,3,2.5,950,0,0,8,950,0,2003,98102,47.6226,-122.319,1230,1215,0,22,1.2947368421052632,Modern
20140627T000000,1050000.0,4,4.25,4390,0,3,10,3320,1070,2003,98029,47.5566,-122.026,3850,11652,1,22,0.876993166287016,Modern
20141201T000000,1185000.0,4,3.25,3960,0,0,11,3960,0,2001,98059,47.5211,-122.151,3870,12040,1,24,0.9772727272727273,Modern
20150312T000000,875000.0,6,3.5,4430,0,0,9,3000,1430,2001,98056,47.5156,-122.204,2730,5661,1,24,0.6162528216704289,Modern
20150421T000000,650000.0,4,2.75,3260,0,0,9,3260,0,2003,98065,47.5414,-121.864,3180,5438,1,22,0.9754601226993865,Modern
20140725T000000,468000.0,3,2.25,1630,0,0,7,1630,0,2004,98053,47.6807,-122.031,1630,2680,0,21,1.0,Modern
20150305T000000,629950.0,3,2.5,1680,0,0,9,1120,560,2014,98119,47.6425,-122.374,1610,1618,1,11,0.9583333333333334,Modern
20140820T000000,935000.0,4,3.0,3680,0,2,10,2890,790,2008,98115,47.6956,-122.311,1580,6815,1,17,0.42934782608695654,Modern
20141015T000000,1660000.0,4,3.25,4240,0,2,10,4240,0,2006,98033,47.6526,-122.191,3390,12540,1,19,0.7995283018867925,Modern
20150413T000000,395000.0,2,1.75,1210,0,0,8,1210,0,2014,98029,47.5513,-121.998,1700,2285,0,11,1.4049586776859504,Modern
20140728T000000,341950.0,5,3.0,3070,0,0,8,3070,0,2005,98042,47.3666,-122.128,2760,5203,0,20,0.8990228013029316,Modern
20140807T000000,598500.0,4,2.5,2520,0,0,8,2520,0,2005,98027,47.5401,-122.07,2610,3980,1,20,1.0357142857142858,Modern
20150121T000000,760000.0,4,3.5,3720,0,3,10,3720,0,2004,98065,47.536,-121.858,4210,14282,1,21,1.131720430107527,Modern
20140609T000000,352750.0,2,1.75,1060,0,0,7,960,100,2008,98144,47.5999,-122.3,1170,1400,0,17,1.1037735849056605,Modern
20140909T000000,548000.0,4,3.25,3420,0,0,10,2330,1090,2008,98019,47.732,-121.982,2320,5465,1,17,0.6783625730994152,Modern
20150202T000000,1750000.0,6,4.25,5860,0,3,10,4150,1710,2013,98006,47.5382,-122.114,5790,13928,1,12,0.9880546075085325,Modern
20150317T000000,399950.0,4,2.5,2350,0,0,8,2350,0,2003,98038,47.3507,-122.007,2190,5100,0,22,0.9319148936170213,Modern
20140630T000000,544000.0,3,2.5,1460,0,0,8,1180,280,2007,98117,47.6781,-122.375,1460,1403,1,18,1.0,Modern
20140702T000000,625000.0,3,3.0,1820,0,0,8,1540,280,2006,98119,47.6482,-122.358,1720,1501,1,19,0.945054945054945,Modern
20140902T000000,1875000.0,4,5.0,5810,0,0,10,3790,2020,2004,98033,47.6878,-122.212,3010,7200,1,21,0.5180722891566265,Modern
20140620T000000,405000.0,3,1.0,1460,0,0,7,1460,0,2002,98074,47.6214,-122.063,1910,10000,0,23,1.3082191780821917,Modern
20140919T000000,779950.0,4,2.75,2840,0,0,9,2840,0,2014,98052,47.7103,-122.108,2990,5314,1,11,1.0528169014084507,Modern
20150421T000000,269000.0,4,2.5,2060,0,0,7,2060,0,2004,98198,47.362,-122.309,2060,3608,0,21,1.0,Modern
20140924T000000,469500.0,4,2.5,2090,0,0,7,1140,950,2001,98034,47.726,-122.221,1510,7402,0,24,0.722488038277512,Modern
20140616T000000,699850.0,4,3.5,2690,0,0,9,2690,0,2002,98075,47.599,-121.973,2910,5000,1,23,1.0817843866171004,Modern
20150317T000000,630000.0,3,3.0,1880,0,0,8,1520,360,2007,98107,47.6666,-122.367,1500,1426,1,18,0.7978723404255319,Modern
20140917T000000,338500.0,4,2.5,2717,0,0,8,2717,0,2005,98001,47.3373,-122.266,2550,4841,0,20,0.9385351490614648,Modern
20150302T000000,885000.0,4,3.5,3310,0,2,8,2200,1110,2010,98136,47.5511,-122.391,1420,6000,1,15,0.42900302114803623,Modern
20140722T000000,187000.0,3,2.5,1730,0,0,7,1730,0,2005,98166,47.4648,-122.335,1190,7980,0,20,0.6878612716763006,Modern
20150409T000000,1400000.0,5,4.0,4700,0,0,11,4700,0,2002,98006,47.5417,-122.111,4730,27110,1,23,1.0063829787234042,Modern
20150224T000000,293000.0,4,2.25,1870,0,0,7,1870,0,2009,98038,47.3844,-122.036,2380,4502,0,16,1.2727272727272727,Modern
20150326T000000,338000.0,5,2.5,2400,0,0,7,2400,0,2004,98042,47.3692,-122.126,1880,4319,0,21,0.7833333333333333,Modern
20150407T000000,320000.0,4,2.5,3130,0,0,7,3130,0,2005,98042,47.3828,-122.098,3020,5200,0,20,0.9648562300319489,Modern
20141030T000000,249900.0,2,2.0,1470,0,0,6,1470,0,2005,98038,47.3502,-122.02,1310,2721,0,20,0.891156462585034,Modern
20141212T000000,365000.0,4,2.5,2905,0,0,9,2905,0,2003,98031,47.4084,-122.169,2900,5271,0,22,0.9982788296041308,Modern
20140925T000000,444500.0,3,2.5,2600,0,0,7,2600,0,2002,98065,47.5359,-121.878,2400,4724,0,23,0.9230769230769231,Modern
20141217T000000,740000.0,4,3.5,3060,0,0,9,3060,0,2007,98029,47.555,-122.0,3060,4935,1,18,1.0,Modern
20150312T000000,326000.0,2,1.5,1030,0,0,8,1030,0,2008,98103,47.6975,-122.34,1020,1026,0,17,0.9902912621359223,Modern
20140922T000000,620000.0,4,2.5,2500,0,0,9,2500,0,2013,98056,47.5127,-122.169,2500,8046,1,12,1.0,Modern
20141023T000000,289950.0,3,2.5,2070,0,0,7,2070,0,2003,98092,47.3357,-122.172,2070,5297,0,22,1.0,Modern
20140630T000000,439000.0,3,2.5,3180,0,0,8,1810,1370,2006,98056,47.489,-122.181,1950,7800,0,19,0.6132075471698113,Modern
20140915T000000,615000.0,5,3.5,2950,0,3,9,2350,600,2005,98065,47.5339,-121.858,2950,7980,1,20,1.0,Modern
20150505T000000,535000.0,5,2.5,3190,0,0,8,3190,0,2003,98059,47.5104,-122.154,2480,7548,1,22,0.7774294670846394,Modern
20150424T000000,313500.0,2,1.5,1270,0,0,8,1000,270,2006,98106,47.5581,-122.363,1270,1325,0,19,1.0,Modern
20150322T000000,467000.0,3,2.0,1840,0,0,7,1840,0,2012,98155,47.7368,-122.295,1280,7573,0,13,0.6956521739130435,Modern
20140619T000000,712000.0,3,2.75,3200,0,0,9,3200,0,2004,98075,47.5884,-121.991,3020,6699,1,21,0.94375,Modern
20140717T000000,470000.0,3,3.25,1740,0,0,8,1360,380,2007,98116,47.558,-122.382,1130,1626,0,18,0.6494252873563219,Modern
20140524T000000,440500.0,3,2.5,2460,0,0,7,2460,0,2007,98065,47.5415,-121.884,2060,4399,0,18,0.8373983739837398,Modern
20140602T000000,342000.0,2,2.5,1175,0,0,8,740,435,2005,98103,47.6962,-122.342,1710,1255,0,20,1.4553191489361703,Modern
20140605T000000,355500.0,3,2.5,2600,0,0,8,2600,0,2004,98038,47.3446,-122.041,2600,5540,0,21,1.0,Modern
20140620T000000,448000.0,4,2.5,2510,0,2,9,2510,0,2006,98038,47.3547,-122.003,3400,6965,0,19,1.3545816733067728,Modern
20141007T000000,399000.0,3,2.5,1800,0,0,7,1690,110,2004,98118,47.5491,-122.276,1570,3902,0,21,0.8722222222222222,Modern
20150224T000000,540000.0,3,2.25,1670,0,0,8,1220,450,2002,98199,47.6478,-122.396,1630,1596,1,23,0.9760479041916168,Modern
20140815T000000,495000.0,4,3.0,2740,0,0,8,2240,500,2003,98072,47.7738,-122.158,2740,3596,0,22,1.0,Modern
20150429T000000,1348000.0,4,3.5,4640,0,2,10,3210,1430,2007,98027,47.5524,-122.078,3810,8207,1,18,0.8211206896551724,Modern
20141120T000000,206000.0,2,2.5,1280,0,0,7,1280,0,2005,98055,47.4336,-122.195,1460,1845,0,20,1.140625,Modern
20140710T000000,418000.0,2,2.5,1500,0,0,8,1500,0,2005,98029,47.5472,-121.994,2080,2686,0,20,1.3866666666666667,Modern
20150225T000000,425000.0,4,2.5,2689,0,0,9,2689,0,2006,98030,47.3803,-122.184,2665,5700,0,19,0.991074748977315,Modern
20150205T000000,800000.0,4,2.75,3250,0,0,9,3250,0,2007,98027,47.5398,-121.997,3920,6000,1,18,1.2061538461538461,Modern
20150202T000000,277500.0,3,2.5,1690,0,0,8,1690,0,2003,98023,47.2779,-122.347,2550,5025,0,22,1.5088757396449703,Modern
20140617T000000,330000.0,3,2.5,3040,0,0,7,3040,0,2003,98092,47.3355,-122.168,2760,6926,0,22,0.9078947368421053,Modern
20141226T000000,449400.0,4,3.0,2490,0,0,7,2490,0,2007,98056,47.5139,-122.189,2470,5064,0,18,0.9919678714859438,Modern
20150206T000000,829000.0,3,2.75,2690,0,0,9,2690,0,2007,98053,47.7185,-122.024,1440,4185,1,18,0.5353159851301115,Modern
20150130T000000,1920000.0,5,5.75,7730,0,0,12,6660,1070,2004,98077,47.7615,-122.084,2660,39292,1,21,0.34411384217335056,Modern
20140624T000000,589950.0,4,2.5,3190,0,0,10,3190,0,2006,98038,47.3555,-122.003,3400,7607,1,19,1.0658307210031348,Modern
20140603T000000,425000.0,2,2.5,1140,0,0,8,1140,0,2007,98107,47.6713,-122.383,1290,1189,0,18,1.131578947368421,Modern
20140918T000000,540000.0,3,2.5,2860,0,0,8,2860,0,2004,98065,47.5336,-121.855,2650,6167,1,21,0.9265734265734266,Modern
20140609T000000,1017100.0,4,3.75,4060,0,0,10,4060,0,2002,98074,47.6051,-122.053,4020,13250,1,23,0.9901477832512315,Modern
20140812T000000,381000.0,5,2.75,3060,0,0,8,3060,0,2003,98042,47.3809,-122.098,2590,6895,0,22,0.8464052287581699,Modern
20140520T000000,194000.0,1,1.0,820,0,0,8,760,60,2007,98126,47.5472,-122.372,1770,1853,0,18,2.158536585365854,Modern
20140815T000000,1395000.0,4,3.5,3560,0,0,10,2560,1000,2014,98040,47.5569,-122.225,3100,18047,1,11,0.8707865168539326,Modern
